BunkID,ResidenceID,Bunk#,TopBottom,# on Top,Length,FTT,Single?,Bunk Ladder?,Room Type,Notes,Bed Frame,Mattress,Protector?
71301,713 Agate,1,Bottom,12,Regular,Yes,0,1,Triple room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
71302,713 Agate,2,Bottom,13,Regular,Yes,0,1,Triple room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
71303,713 Agate,3,Bottom,14,Regular,Yes,0,1,Triple room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
71304,713 Agate,4,Bottom,15,Regular,Yes,0,1,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
71305,713 Agate,5,Bottom,16,Long,Yes,0,1,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
71306,713 Agate,6,Bottom,17,Regular,Yes,0,1,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
71307,713 Agate,7,Bottom,18,Regular,Yes,0,1,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
71308,713 Agate,8,Bottom,19,Regular,Yes,0,1,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
71309,713 Agate,9,Bottom,20,Regular,Yes,0,1,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
71310,713 Agate,10,Bottom,21,Regular,Yes,0,1,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
71311,713 Agate,11,Bottom,22,Regular,Yes,0,1,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
71312,713 Agate,12,Top,1,,Yes,0,0,,,,Foam,0
71313,713 Agate,13,Top,2,,Yes,0,0,,,,Foam,0
71314,713 Agate,14,Top,3,,Yes,0,0,,,,Foam,0
71315,713 Agate,15,Top,4,,Yes,0,0,,,,Foam,0
71316,713 Agate,16,Top,5,,Yes,0,0,,,,Foam,0
71317,713 Agate,17,Top,6,,Yes,0,0,,,,Foam,0
71318,713 Agate,18,Top,7,,Yes,0,0,,,,Foam,0
71319,713 Agate,19,Top,8,,Yes,0,0,,,,Foam,0
71320,713 Agate,20,Top,9,,Yes,0,0,,,,Foam,0
71321,713 Agate,21,Top,10,,Yes,0,0,,,,Foam,0
71322,713 Agate,22,Top,11,,Yes,0,0,,,,Foam,0
90501,905 Neptune,1,Bottom,13,Long,Yes,0,0,Double room,,Metal,Foam,0
90502,905 Neptune,2,Bottom,14,Regular,Yes,0,0,Double room,,Metal,Foam,0
90503,905 Neptune,3,Bottom,15,Regular,Yes,0,0,Double room,,Metal,Foam,0
90504,905 Neptune,4,Bottom,16,Regular,Yes,0,0,Double room,,Metal,Foam,0
90505,905 Neptune,5,Bottom,17,Regular,Yes,0,0,Double room,,Metal,Tatami,0
90506,905 Neptune,6,Bottom,18,Regular,Yes,0,0,Double room,,Metal,Foam,0
90507,905 Neptune,7,Bottom,19,Regular,Yes,1,0,Single room,,Metal,Foam,0
90508,905 Neptune,8,Bottom,20,Regular,Yes,1,0,Single room,,Metal,Vintage Spinal Support Supreme,0
90509,905 Neptune,9,Bottom,21,Regular,Yes,0,0,Double room,,Metal,Foam,0
90510,905 Neptune,10,Bottom,22,Regular,Yes,0,0,Double room,,Metal,Foam,0
90511,905 Neptune,11,Bottom,23,Regular,Yes,1,0,Double room,,Cot Irregular,Custom Comfort Quilt 2,0
90512,905 Neptune,12,Bottom,24,Regular,Yes,1,0,Double room,,Cot Irregular,Custom Comfort Quilt 2,0
90513,905 Neptune,13,Top,1,,Yes,0,0,,,,Foam,0
90514,905 Neptune,14,Top,2,,Yes,0,0,,,,Foam,0
90515,905 Neptune,15,Top,3,,Yes,0,0,,,,Foam,0
90516,905 Neptune,16,Top,4,,Yes,0,0,,,,Foam,0
90517,905 Neptune,17,Top,5,,Yes,0,0,,,,Foam,0
90518,905 Neptune,18,Top,6,,Yes,0,0,,,,Foam,0
90519,905 Neptune,19,Top,7,,No,0,0,,,,n/a,0
90520,905 Neptune,20,Top,8,,No,0,0,,,,n/a,0
90521,905 Neptune,21,Top,9,,Yes,0,0,,,,Foam,0
90522,905 Neptune,22,Top,10,,Yes,0,0,,,,Foam,0
90523,905 Neptune,23,Top,11,,No,0,0,,,,n/a,0
90524,905 Neptune,24,Top,12,,No,0,0,,,,n/a,0
124001,1240 Nutwood,1,Bottom,10,Regular,Yes,1,0,Double room,,Wood (Irregular),Leader Orthopedic,0
124002,1240 Nutwood,2,Bottom,11,Regular,Yes,1,0,Double room,,Wood (Irregular),Custom Comfort Quilt 3,0
124003,1240 Nutwood,3,Bottom,12,Regular,Yes,0,0,Double room,,Metal,Foam,0
124004,1240 Nutwood,4,Bottom,13,Regular,Yes,0,0,Double room,,Metal,Foam,0
124005,1240 Nutwood,5,Bottom,14,Regular,Yes,0,0,Double room,,Metal,Foam,0
124006,1240 Nutwood,6,Bottom,15,Regular,Yes,0,0,Double room,,Metal,Foam,0
124007,1240 Nutwood,7,Bottom,16,Regular,Yes,0,0,Triple room,,Metal,Foam,0
124008,1240 Nutwood,8,Bottom,17,Regular,Yes,0,0,Triple room,,Metal,Foam,0
124009,1240 Nutwood,9,Bottom,18,Regular,Yes,0,0,Triple room,,Metal,Foam,0
124010,1240 Nutwood,10,Top,1,,No,0,0,,,,n/a,0
124011,1240 Nutwood,11,Top,2,,No,0,0,,,,n/a,0
124012,1240 Nutwood,12,Top,3,,Yes,0,0,,,,Foam,0
124013,1240 Nutwood,13,Top,4,,Yes,0,0,,,,Foam,0
124014,1240 Nutwood,14,Top,5,,Yes,0,0,,,,Foam,0
124015,1240 Nutwood,15,Top,6,,Yes,0,0,,,,Foam,0
124016,1240 Nutwood,16,Top,7,,Yes,0,0,,,,Foam,0
124017,1240 Nutwood,17,Top,8,,Yes,0,0,,,,Foam,0
124018,1240 Nutwood,18,Top,9,,Yes,0,0,,,,Foam,0
132101,1321 Amberwick,1,Bottom,10,Regular,Yes,0,0,Double room,,Metal,Foam,0
132102,1321 Amberwick,2,Bottom,11,Regular,Yes,0,0,Double room,,Metal,Foam,0
132103,1321 Amberwick,3,Bottom,12,Regular,Yes,1,0,Triple room,,Cot,Leader Orthopedic,0
132104,1321 Amberwick,4,Bottom,13,Regular,Yes,0,0,Triple room,,Metal,Foam,0
132105,1321 Amberwick,5,Bottom,14,Regular,Yes,0,0,Triple room,,Metal,Foam,0
132106,1321 Amberwick,6,Bottom,15,Regular,Yes,0,0,Double room,,Metal,Foam,0
132107,1321 Amberwick,7,Bottom,16,Regular,Yes,0,0,Double room,,Metal,Foam,0
132108,1321 Amberwick,8,Bottom,17,Long,Yes,0,0,Double room,,Metal,Foam,0
132109,1321 Amberwick,9,Bottom,18,Regular,Yes,0,0,Double room,,Metal,Foam,0
132110,1321 Amberwick,10,Top,1,,Yes,0,0,,,,Foam,0
132111,1321 Amberwick,11,Top,2,,Yes,0,0,,,,Foam,0
132112,1321 Amberwick,12,Top,3,,No,0,0,,,,n/a,0
132113,1321 Amberwick,13,Top,4,,Yes,0,0,,,,Foam,0
132114,1321 Amberwick,14,Top,5,,Yes,0,0,,,,Foam,0
132115,1321 Amberwick,15,Top,6,,Yes,0,0,,,,Foam,0
132116,1321 Amberwick,16,Top,7,,Yes,0,0,,,,Foam,0
132117,1321 Amberwick,17,Top,8,,Yes,0,0,,,,Foam,0
132118,1321 Amberwick,18,Top,9,,Yes,0,0,,,,Foam,0
132901,1329 Amberwick,1,Bottom,10,Regular,Yes,0,0,Triple room,,Metal,Foam,0
132902,1329 Amberwick,2,Bottom,11,Regular,Yes,0,0,Triple room,,Metal,Foam,0
132903,1329 Amberwick,3,Bottom,12,Regular,Yes,0,0,Triple room,,Metal,Foam,0
132904,1329 Amberwick,4,Bottom,13,Regular,Yes,0,0,Double room,,Metal,Foam,0
132905,1329 Amberwick,5,Bottom,14,Regular,Yes,0,0,Double room,,Metal,Tatami,0
132906,1329 Amberwick,6,Bottom,15,Regular,Yes,0,0,Double room,,Metal,Tatami,0
132907,1329 Amberwick,7,Bottom,16,Regular,Yes,0,0,Double room,,Metal,Foam,0
132908,1329 Amberwick,8,Bottom,17,Regular,Yes,0,0,Double room,,Metal,Foam,0
132909,1329 Amberwick,9,Bottom,18,Regular,Yes,0,0,Double room,,Metal,Foam,0
132910,1329 Amberwick,10,Top,1,,Yes,0,0,,,,Foam,0
132911,1329 Amberwick,11,Top,2,,No,0,0,,,,Foam,0
132912,1329 Amberwick,12,Top,3,,Yes,0,0,,,,Foam,0
132913,1329 Amberwick,13,Top,4,,Yes,0,0,,,,Foam,0
132914,1329 Amberwick,14,Top,5,,Yes,0,0,,,,Foam,0
132915,1329 Amberwick,15,Top,6,,Yes,0,0,,,,Foam,0
132916,1329 Amberwick,16,Top,7,,Yes,0,0,,,,Foam,0
132917,1329 Amberwick,17,Top,8,,Yes,0,0,,,,Foam,0
132918,1329 Amberwick,18,Top,9,,No,0,0,,,,Foam,0
135601,1356 Nutwood,1,Bottom,8,Regular,Yes,0,0,Double room,,Metal,Foam,0
135602,1356 Nutwood,2,Bottom,9,Regular,Yes,0,0,Double room,,Metal,Foam,0
135603,1356 Nutwood,3,Bottom,10,Regular,Yes,0,0,Triple room,,Metal,Foam,0
135604,1356 Nutwood,4,Bottom,11,Regular,Yes,1,0,Triple room,,Cot,Custom Comfort Quilt Plush,0
135605,1356 Nutwood,5,Bottom,12,Regular,Yes,0,0,Triple room,,Metal,Foam,0
135606,1356 Nutwood,6,Bottom,13,Regular,Yes,0,0,Double room,,Metal,Foam,0
135607,1356 Nutwood,7,Bottom,14,Long,Yes,0,0,Double room,,Metal,Foam,0
135608,1356 Nutwood,8,Top,1,,Yes,0,0,,,,Foam,0
135609,1356 Nutwood,9,Top,2,,Yes,0,0,,,,Foam,0
135610,1356 Nutwood,10,Top,3,,Yes,0,0,,,,Foam,0
135611,1356 Nutwood,11,Top,4,,No,0,0,,,,n/a,0
135612,1356 Nutwood,12,Top,5,,Yes,0,0,,,,Foam,0
135613,1356 Nutwood,13,Top,6,,Yes,0,0,,,,Foam,0
135614,1356 Nutwood,14,Top,7,,Yes,0,0,,,,Foam,0
173001,1730 Niobe,1,Bottom,9,Regular,Yes,0,0,Double room,,Metal,Foam,0
173002,1730 Niobe,2,Bottom,10,Regular,Yes,0,0,Double room,,Metal,Foam,0
173003,1730 Niobe,3,Bottom,11,Regular,Yes,0,0,Double room,,Metal,Foam,0
173004,1730 Niobe,4,Bottom,12,Regular,Yes,0,0,Double room,,Metal,Foam,0
173005,1730 Niobe,5,Bottom,13,Long,Yes,0,0,Double room,,Metal,Foam,0
173006,1730 Niobe,6,Bottom,14,Regular,Yes,0,0,Double room,,Metal,Foam,0
173007,1730 Niobe,7,Bottom,15,Long,Yes,0,0,Double room,,Metal,Foam,0
173008,1730 Niobe,8,Bottom,16,Regular,Yes,0,0,Double room,,Metal,Foam,0
173009,1730 Niobe,9,Top,1,,Yes,0,0,,,,Foam,0
173010,1730 Niobe,10,Top,2,,Yes,0,0,,,,Foam,0
173011,1730 Niobe,11,Top,3,,Yes,0,0,,,,Foam,0
173012,1730 Niobe,12,Top,4,,Yes,0,0,,,,Foam,0
173013,1730 Niobe,13,Top,5,,Yes,0,0,,,,Foam,0
173014,1730 Niobe,14,Top,6,,Yes,0,0,,,,Foam,0
173015,1730 Niobe,15,Top,7,,Yes,0,0,,,,Foam,0
173016,1730 Niobe,16,Top,8,,Yes,0,0,,,,Foam,0
176701,1767 Minerva,1,Bottom,9,Regular,Yes,1,0,Double room,,Wood (Honey),Custom Comfort Quilt Plush,0
176702,1767 Minerva,2,Bottom,10,Regular,Yes,0,0,Double room,,Metal,Foam,0
176703,1767 Minerva,3,Bottom,11,Long,Yes,0,0,Double room,,Metal,Foam,0
176704,1767 Minerva,4,Bottom,12,Long,Yes,0,0,Double room,,Metal,Foam,0
176705,1767 Minerva,5,Bottom,13,Regular,Yes,0,0,Double room,,Metal,Foam,0
176706,1767 Minerva,6,Bottom,14,Regular,Yes,0,0,Double room,,Metal,Foam,0
176707,1767 Minerva,7,Bottom,15,Regular,Yes,0,0,Double room,,Metal,Tatami,0
176708,1767 Minerva,8,Bottom,16,Regular,Yes,1,0,Double room,,Cot,Leader Orthopedic,0
176709,1767 Minerva,9,Top,1,,No,0,0,,,,n/a,0
176710,1767 Minerva,10,Top,2,,Yes,0,0,,,,Foam,0
176711,1767 Minerva,11,Top,3,,Yes,0,0,,,,Foam,0
176712,1767 Minerva,12,Top,4,,Yes,0,0,,,,Foam,0
176713,1767 Minerva,13,Top,5,,No,0,0,,,,MISSING FOAM,0
176714,1767 Minerva,14,Top,6,,Yes,0,0,,,,Foam,0
176715,1767 Minerva,15,Top,7,,Yes,0,0,,,,Foam,0
176716,1767 Minerva,16,Top,8,,No,0,0,,,,n/a,0
177501,1775 Castle,1,Bottom,7,Regular,Yes,0,0,Double room,,Metal,Foam,0
177502,1775 Castle,2,Bottom,8,Regular,Yes,0,0,Double room,,Metal,Tatami,0
177503,1775 Castle,3,Bottom,9,Regular,Yes,0,0,Double room,,Metal,Foam,0
177504,1775 Castle,4,Bottom,10,Regular,Yes,0,0,Double room,,Metal,Foam,0
177505,1775 Castle,5,Bottom,11,Long,Yes,0,0,Double room,,Metal,Foam,0
177506,1775 Castle,6,Bottom,12,Long,Yes,0,0,Double room,,Metal,Foam,0
177507,1775 Castle,7,Top,1,,Yes,0,0,,,,Foam,0
177508,1775 Castle,8,Top,2,,Yes,0,0,,,,Foam,0
177509,1775 Castle,9,Top,3,,No,0,0,,,,MISSING FOAM,0
177510,1775 Castle,10,Top,4,,Yes,0,0,,,,Foam,0
177511,1775 Castle,11,Top,5,,Yes,0,0,,,,Foam,0
177512,1775 Castle,12,Top,6,,Yes,0,0,,,,Foam,0
177513,1775 Castle Couple,7,Queen-A,8,,Yes,0,0,Couple,,,,0
177514,1775 Castle Couple,8,Queen-B,7,,Yes,0,0,Couple,,,,0
177901,1779 Colonial,1,Bottom,9,Regular,Yes,0,0,Double room,,Metal,Foam,0
177902,1779 Colonial,2,Bottom,10,Regular,Yes,0,0,Double room,,Metal,Foam,0
177903,1779 Colonial,3,Bottom,11,Long,Yes,0,0,Double room,,Metal,Foam,0
177904,1779 Colonial,4,Bottom,12,Regular,Yes,0,0,Double room,,Metal,Foam,0
177905,1779 Colonial,5,Bottom,13,Regular,Yes,0,0,Double room,,Metal,Foam,0
177906,1779 Colonial,6,Bottom,14,Regular,Yes,0,0,Double room,,Metal,Foam,0
177907,1779 Colonial,7,Bottom,15,Regular,Yes,0,0,Double room,,Metal,Foam,0
177908,1779 Colonial,8,Bottom,16,Regular,Yes,1,0,Double room,,Cot,Leader Orthopedic,0
177909,1779 Colonial,9,Top,1,,Yes,0,0,,,,Foam,0
177910,1779 Colonial,10,Top,2,,Yes,0,0,,,,Foam,0
177911,1779 Colonial,11,Top,3,,Yes,0,0,,,,Foam,0
177912,1779 Colonial,12,Top,4,,No,0,0,,,,MISSING FOAM,0
177913,1779 Colonial,13,Top,5,,Yes,0,0,,,,Foam,0
177914,1779 Colonial,14,Top,6,,Yes,0,0,,,,Foam,0
177915,1779 Colonial,15,Top,7,,Yes,0,0,,,,MISSING FOAM,0
177916,1779 Colonial,16,Top,8,,Yes,0,0,,,,n/a,0
180701,1807 Chalet,1,Bottom,7,Regular,Yes,0,0,Double room,,Metal,Foam,0
180702,1807 Chalet,2,Bottom,8,Long,Yes,0,0,Double room,,Metal,Foam,0
180703,1807 Chalet,3,Bottom,9,Regular,Yes,0,0,Double room,,Metal,Foam,0
180704,1807 Chalet,4,Bottom,10,Regular,Yes,0,0,Double room,,Metal,Foam,0
180705,1807 Chalet,5,Bottom,11,Long,Yes,0,0,Double room,,Metal,Foam,0
180706,1807 Chalet,6,Bottom,12,Regular,Yes,1,0,Double room,,Cot,Custom Comfort Quilt Plush,0
180707,1807 Chalet,7,Top,1,,Yes,0,0,,,,Foam,0
180708,1807 Chalet,8,Top,2,,Yes,0,0,,,,Foam,0
180709,1807 Chalet,9,Top,3,,Yes,0,0,,,,Foam,0
180710,1807 Chalet,10,Top,4,,No,0,0,,,,MISSING FOAM,0
180711,1807 Chalet,11,Top,5,,Yes,0,0,,,,Foam,0
180712,1807 Chalet,12,Top,6,,No,0,0,,,,n/a,0
182701,1827 Beacon,1,Bottom,9,Long,Yes,0,0,Double room,,Metal,Foam,0
182702,1827 Beacon,2,Bottom,10,Regular,Yes,0,0,Double room,,Metal,Foam,0
182703,1827 Beacon,3,Bottom,11,Regular,Yes,0,0,Double room,,Metal,Foam,0
182704,1827 Beacon,4,Bottom,12,Regular,Yes,0,0,Double room,,Metal,Foam,0
182705,1827 Beacon,5,Bottom,13,Regular,Yes,0,0,Double room,,Metal,Foam,0
182706,1827 Beacon,6,Bottom,14,Regular,Yes,0,0,Double room,,Metal,Foam,0
182707,1827 Beacon,7,Bottom,15,Regular,Yes,0,0,Double room,,Metal,Foam,0
182708,1827 Beacon,8,Bottom,16,Regular,Yes,0,0,Double room,,Metal,Foam,0
182709,1827 Beacon,9,Top,1,,Yes,0,0,,,,Foam,0
182710,1827 Beacon,10,Top,2,,Yes,0,0,,,,Foam,0
182711,1827 Beacon,11,Top,3,,Yes,0,0,,,,Foam,0
182712,1827 Beacon,12,Top,4,,No,0,0,,,,Foam,0
182713,1827 Beacon,13,Top,5,,Yes,0,0,,,,Foam,0
182714,1827 Beacon,14,Top,6,,Yes,0,0,,,,Foam,0
182715,1827 Beacon,15,Top,7,,Yes,0,0,,,,Foam,0
182716,1827 Beacon,16,Top,8,,Yes,0,0,,,,Foam,0
1BAL01,Ball Apt. 1,1,Bottom,12,Regular,Yes,0,0,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
1BAL02,Ball Apt. 1,2,Bottom,13,Regular,Yes,0,0,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
1BAL03,Ball Apt. 1,3,Bottom,14,Regular,Yes,0,0,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
1BAL04,Ball Apt. 1,4,Bottom,15,Regular,Yes,0,0,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
1BAL05,Ball Apt. 1,5,Bottom,16,Regular,Yes,0,0,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
1BAL06,Ball Apt. 1,6,Bottom,17,Regular,Yes,0,0,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
1BAL07,Ball Apt. 1,7,Bottom,18,Regular,Yes,0,0,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
1BAL08,Ball Apt. 1,8,Bottom,19,Regular,Yes,0,0,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
1BAL09,Ball Apt. 1,9,Bottom,20,Regular,Yes,0,0,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
1BAL10,Ball Apt. 1,10,Bottom,21,Regular,Yes,0,0,Double room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
1BAL11,Ball Apt. 1,11,Bottom,22,Regular,Yes,1,0,Single room,,Wood (Light Vintage),Custom Comfort Quilt Plush,1
1BAL12,Ball Apt. 1,12,Top,1,,Yes,0,0,,,,Foam,0
1BAL13,Ball Apt. 1,13,Top,2,,Yes,0,0,,,,Foam,0
1BAL14,Ball Apt. 1,14,Top,3,,Yes,0,0,,,,Foam,0
1BAL15,Ball Apt. 1,15,Top,4,,Yes,0,0,,,,Foam,0
1BAL16,Ball Apt. 1,16,Top,5,,Yes,0,0,,,,Foam,0
1BAL17,Ball Apt. 1,17,Top,6,,Yes,0,0,,,,Foam,0
1BAL18,Ball Apt. 1,18,Top,7,,Yes,0,0,,,,Foam,0
1BAL19,Ball Apt. 1,19,Top,8,,Yes,0,0,,,,Foam,0
1BAL20,Ball Apt. 1,20,Top,9,,Yes,0,0,,,,Foam,0
1BAL21,Ball Apt. 1,21,Top,10,,Yes,0,0,,,,Foam,0
1BAL22,Ball Apt. 1,22,Top,11,,No,0,0,,,,Foam,0
1EHA01,Hall Apt. 1-East,1,Queen-A,2,,No,0,0,Couple,Silva,,,0
1EHA02,Hall Apt. 1-East,2,Queen-B,1,,No,0,0,Couple,Silva,,,0
1WHA01,Hall Apt. 1-West,1,Queen-A,2,,Yes,0,0,Couple,,,,0
1WHA02,Hall Apt. 1-West,2,Queen-B,1,,Yes,0,0,Couple,,,,0
210201,2102 Grace,1,Bottom,10,Regular,Yes,0,1,Triple room,,Wood (Walnut),Custom Comfort Quilt 3,0
210202,2102 Grace,2,Bottom,11,Regular,Yes,0,1,Triple room,,Wood (Walnut),Custom Comfort Quilt Plush,0
210225,2102 Grace,25,Bottom,26,Long,Yes,1,0,Triple room,,Wood (Walnut),Personal,0
210226,2102 Grace,26,Top,25,,No,0,0,,,,n/a,0
210203,2102 Grace,3,Bottom,12,Regular,Yes,0,1,Double room,,Wood (Walnut),Leader Orthopedic,0
210204,2102 Grace,4,Bottom,13,Regular,Yes,0,1,Double room,,Wood (Walnut),Custom Comfort Quilt Plush,1
210205,2102 Grace,5,Bottom,14,Regular,Yes,0,1,Double room,,Wood (Walnut),Leader Orthopedic,0
210206,2102 Grace,6,Bottom,15,Regular,Yes,0,1,Double room,,Wood (Walnut),Custom Comfort Quilt 3,0
210207,2102 Grace,7,Bottom,16,Regular,Yes,0,1,Triple room,,Wood (Walnut),Up and Under - Blue Flowers,0
210208,2102 Grace,8,Bottom,17,Regular,Yes,0,1,Triple room,,Wood (Walnut),Custom Comfort Quilt 3,0
210209,2102 Grace,9,Bottom,18,Long,Yes,0,1,Triple room,,Wood (Walnut),Custom Comfort Quilt 3,0
210210,2102 Grace,10,Top,1,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210211,2102 Grace,11,Top,2,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210212,2102 Grace,12,Top,3,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210213,2102 Grace,13,Top,4,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210214,2102 Grace,14,Top,5,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210215,2102 Grace,15,Top,6,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210216,2102 Grace,16,Top,7,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210217,2102 Grace,17,Top,8,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210218,2102 Grace,18,Top,9,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210219,2102 Grace Ct. Couple,19,Queen-A,20,Regular,Yes,0,0,Couple,,Metal,Soft Dreamer,0
210220,2102 Grace Ct. Couple,20,Queen-B,19,Regular,Yes,0,0,Couple,,Metal,Soft Dreamer,0
210301,2103 Grace,1,Bottom,8,Regular,Yes,1,1,Double room,,Wood (Walnut),Custom Comfort Quilt Plush,1
210302,2103 Grace,2,Bottom,9,Regular,Yes,0,1,Double room,,Wood (Walnut),Golden 21st Century II,0
210303,2103 Grace,3,Bottom,10,Regular,Yes,1,1,Double room,,Wood (Walnut),Custom Comfort Quilt Plush,1
210304,2103 Grace,4,Bottom,11,Regular,Yes,1,1,Double room,,Wood (Walnut),Leader Orthopedic,0
210305,2103 Grace,5,Bottom,12,Regular,Yes,0,1,Triple room,,Wood (Walnut),Leader Orthopedic,0
210306,2103 Grace,6,Bottom,13,Regular,Yes,1,1,Triple room,,Wood (Walnut),Leader Orthopedic,0
210307,2103 Grace,7,Bottom,14,Regular,Yes,1,1,Triple room,,Wood (Walnut),Leader Orthopedic,0
210308,2103 Grace,8,Top,1,,No,0,0,,,,n/a,0
210309,2103 Grace,9,Top,2,,Yes,0,0,,,,Regal Splendor,0
210310,2103 Grace,10,Top,3,,No,0,0,,,,n/a,0
210311,2103 Grace,11,Top,4,,No,0,0,,,,n/a,0
210312,2103 Grace,12,Top,5,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210313,2103 Grace,13,Top,6,,No,0,0,,,,n/a,0
210314,2103 Grace,14,Top,7,,No,0,0,,,,n/a,0
210401,2104 Grace,1,Bottom,10,Regular,Yes,0,1,Double room,,Wood (Walnut),Leader Orthopedic,0
210402,2104 Grace,2,Bottom,11,Regular,Yes,1,1,Double room,,Wood (Walnut),Custom Comfort Quilt Plush,1
210403,2104 Grace,3,Bottom,12,Regular,Yes,0,1,Double room,,Wood (Walnut),Custom Comfort Quilt 3,0
210404,2104 Grace,4,Bottom,13,Regular,Yes,0,1,Double room,,Wood (Walnut),Golden 21st Century II,0
210405,2104 Grace,5,Bottom,14,Regular,Yes,0,1,Double room,,Wood (Walnut),Custom Comfort Quilt Plush,0
210406,2104 Grace,6,Bottom,15,Regular,Yes,0,1,Double room,,Wood (Walnut),Leader Orthopedic,0
210407,2104 Grace,7,Bottom,16,Regular,Yes,0,1,Triple room,,Wood (Walnut),Up and Under - Blue Flowers,0
210408,2104 Grace,8,Bottom,17,Regular,Yes,0,1,Triple room,,Wood (Walnut),Up and Under - Dinosaurs,0
210409,2104 Grace,9,Bottom,18,Regular,Yes,0,1,Triple room,,Wood (Walnut),Custom Comfort Quilt Plush,1
210410,2104 Grace,10,Top,1,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210411,2104 Grace,11,Top,2,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210412,2104 Grace,12,Top,3,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210413,2104 Grace,13,Top,4,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210414,2104 Grace,14,Top,5,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210415,2104 Grace,15,Top,6,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210416,2104 Grace,16,Top,7,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210417,2104 Grace,17,Top,8,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210418,2104 Grace,18,Top,9,,Yes,0,0,,,,Custom Comfort Quilt Plush,0
210419,2104 Grace,19,Bottom,22,Regular,Yes,0,1,Triple room,,Wood (Honey),Golden 21st Century II,0
210420,2104 Grace,20,Bottom,23,Regular,Yes,1,0,Triple room,,Wood (Honey),Custom Comfort Quilt Plush,1
210421,2104 Grace,21,Bottom,24,Regular,Yes,0,1,Triple room,,Wood (Honey),Custom Comfort Quilt Plush,1
210422,2104 Grace,22,Top,19,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210423,2104 Grace,23,Top,20,,No,0,0,,,,n/a,0
210424,2104 Grace,24,Top,21,,Yes,0,0,,,,Up and Under - Blue Flowers,0
210501,2105 Grace,1,Bottom,10,Regular,Yes,0,1,Double room,,Wood (Oak),Leader Orthopedic,0
210502,2105 Grace,2,Bottom,11,Regular,Yes,0,1,Double room,,Wood (Oak),Leader Orthopedic,0
210503,2105 Grace,3,Bottom,12,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt 3,0
210504,2105 Grace,4,Bottom,13,Regular,Yes,0,1,Double room,,Wood (Oak),Leader Orthopedic,0
210505,2105 Grace,5,Bottom,14,Regular,Yes,1,1,Double room,,Wood (Oak),Leader Orthopedic,0
210506,2105 Grace,6,Bottom,15,Regular,Yes,0,1,Double room,,Wood (Oak),Custom Comfort Quilt Plush,1
210507,2105 Grace,7,Bottom,16,Regular,Yes,0,1,Triple room,,Wood (Oak),Simmons Backguard Ambassador,0
210508,2105 Grace,8,Bottom,17,Regular,Yes,0,1,Triple room,,Wood (Oak),Custom Comfort Quilt Plush,0
210509,2105 Grace,9,Bottom,18,Regular,Yes,0,1,Triple room,,Wood (Oak),Golden 21st Century II,0
210510,2105 Grace,10,Top,1,,Yes,0,0,,,,Up and Under - Dinosaurs,0
210511,2105 Grace,11,Top,2,,Yes,0,0,,,,Custom Comfort Quilt Plush,0
210512,2105 Grace,12,Top,3,,Yes,0,0,,,,Up and Under - Dinosaurs,0
